,sample_noise,sample_parent,sample_weights,f,samples,common_cause_to_confounder_fraction,nodes,edges,dataset,graph_name
0,uniform,gaussian,weight_sample,sigmoid,10000,0.5,10,20,c2cfaa6d-65d4-4f3e-86b2-ebf8a2b97624.csv,graph_10_20.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0,10,20,d46d5931-8ab5-4e24-99ab-48668c77deab.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,100,1,10,20,869d10d9-3163-4333-945f-5893eec5909a.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,100,0.5,10,20,a38691b6-30dc-4db3-8a80-a8d294ee4a7d.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,100,0,10,20,00bfa498-a48b-4a02-8a43-c48f91816208.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,2000,1,10,20,82204a4f-7aa5-43e2-a73f-42ae67ebf498.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,2000,0.5,10,20,7e7fdb34-a2cf-4e1f-865b-3ac078508469.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,2000,0,10,20,64d5a2f5-c88e-47e4-8924-4d527c7b8a64.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,10000,1,10,20,81d5c76a-ad80-4ad4-a43d-2c7de64594ce.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,10000,0.5,10,20,5158b954-e2bb-491c-a2d9-64e7afbad0b2.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,linear,10000,0,10,20,86de99f5-75e0-4e88-850a-7c771a99178e.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,1,10,20,abbc2944-e328-411f-aa6a-7607919ba0e6.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,0.5,10,20,3e8cd335-dca1-4490-afda-a4115b1351b7.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,0,10,20,a9fd0936-8b83-4abc-9c52-4f97d0fe4102.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,1,10,20,5fd4a6e1-c53e-493a-86dd-1e7075200a7a.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0.5,10,20,cc7e23e8-c88c-42a6-bb1a-3637684058a8.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0,10,20,f46c0638-bde4-4c04-9deb-2fd4e357b91c.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,1,10,20,6d71c370-b153-4654-acd8-6dbd738c0bc9.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0.5,10,20,c8fd03f2-a155-4257-ad70-3b4dfad2efd0.csv,graph_10_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0,10,20,a843b6db-5f60-4331-92b2-a9149c755484.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,100,1,10,20,2076e59a-ca55-4de1-8548-acea95b9f526.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,100,0.5,10,20,f89cf1aa-2ea8-4ab9-9ff7-42c9079ea46f.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,100,0,10,20,96b4ca89-43e2-4ea7-a7b0-07865a1fd365.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,2000,1,10,20,181af506-02e4-4e34-ae03-bf968427a564.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,2000,0.5,10,20,1c523a18-adfd-4a85-a59c-a0e1db7b2da6.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,2000,0,10,20,bd51d22b-8a20-4150-b4d8-06fe796c4cf7.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,10000,1,10,20,d02a371b-8528-4fb5-9183-b8d624aec717.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,10000,0.5,10,20,919b79ef-b68b-4124-8a33-4d4eb1a00ee8.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,linear,10000,0,10,20,9b9bf9fc-7c2d-45dd-910e-6e61273e69cc.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,1,10,20,a0672434-2e8a-4d9a-ade7-4653a97417c3.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0.5,10,20,a136a786-aa8e-4d2b-9421-4e325a6ef222.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0,10,20,53e1b5ba-6184-457b-8f5f-8181c4bd44af.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,1,10,20,a9669604-cfa8-49f6-9e26-6dc589c49215.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0.5,10,20,64f0f5d3-0ef8-40ea-8545-34d06e007d07.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0,10,20,f84c361e-0233-4dfb-a994-5d3b0f1e37a2.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,1,10,20,b5e626b5-47f9-442a-974b-e1a6652f9942.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0.5,10,20,0e21c8d8-6882-499a-b484-247c02afbccc.csv,graph_10_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0,10,20,6050ddb5-c739-44e0-854f-6bd7c3d1fb26.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,100,1,10,20,18c700dc-e76c-4692-a551-0a529e0788ff.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,100,0.5,10,20,2dae30f8-30df-4f40-9352-cc84bd1697a1.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,100,0,10,20,06b4d3ca-6cbd-47ee-867a-56d37571538e.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,1,10,20,4e817409-34ff-4a49-a598-a0ad2cbd54d7.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,0.5,10,20,9567d542-7c6f-4eaa-b936-09aa4e694b15.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,0,10,20,ab79a026-b7e3-47f3-8b6b-7b3cceed68d4.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,1,10,20,a6116d3c-9cda-4387-98d0-3a585297b85b.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,0.5,10,20,3c95f3f5-e255-4b27-966f-f3be1ff65c5d.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,0,10,20,6d989976-32e3-42bf-99e1-ab32cd06db5e.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,1,10,20,6933668a-e232-4eaf-b10c-53f068e25611.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0.5,10,20,97520ad0-299f-4630-94dc-822061d7cb4a.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0,10,20,f03442c6-c1f7-408d-a287-44bd4fb2a36f.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,1,10,20,7da14cfb-5c89-4e6a-94d1-30cf75017329.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0.5,10,20,ce55f47f-c0b3-4e50-8485-a6705337da4e.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0,10,20,f5586b34-e89a-4928-8a7c-7dd5f9b63b51.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,1,10,20,13a7fd7e-5f81-41b8-b2d6-f4a8e8044250.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0.5,10,20,da40d1af-19cf-4df9-8161-d3a6dd872510.csv,graph_10_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0,10,20,5dc70816-a9d6-49af-897a-29e47511b422.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,100,1,10,20,0cb6fb0a-bfdc-4fa2-a02b-51ac3ea0ae4f.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,100,0.5,10,20,9af0a8c9-cf4e-4885-bea7-17fe8ac03bcf.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,100,0,10,20,f0a8bbd4-46ad-4ff3-8b89-6ea3e8dc6827.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,2000,1,10,20,4480f602-3b77-4f61-8bf1-5f5f8ef4ef3c.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,2000,0.5,10,20,31412b2c-4b58-4637-bba4-6f6d977307be.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,2000,0,10,20,7fd53dc9-9ebf-4bfa-a26c-c40fb09dcc94.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,10000,1,10,20,36043f4b-138c-407e-95c3-9905609a2dbf.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,10000,0.5,10,20,71c60baa-994a-4e79-867f-f67b294267ee.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,linear,10000,0,10,20,86da7fd6-c6d5-4929-acf3-afed1651b0b8.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,1,10,20,96a4afe5-c634-4866-be71-b537082b551f.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0.5,10,20,cd63345a-0747-4f9e-9bfe-e45efdfb5463.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0,10,20,462e412a-8752-40db-86a6-3f7682af04a9.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,1,10,20,61312436-d288-49de-b99b-6f556db9764f.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0.5,10,20,a79b1e54-8a00-4363-a4f2-5cf024349352.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0,10,20,3fa3859b-17a3-4e80-9a3d-9673a04ed5b1.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,1,10,20,1f797ab4-2786-43b6-b29c-db4f1b624e07.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0.5,10,20,d580f610-0fb7-4b35-aa10-7077f5777dce.csv,graph_10_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0,10,20,e6d94ab0-915c-4880-9563-dfa31019f624.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,100,1,10,20,2b399f63-2248-4b0f-b949-f48a8d7743a0.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,100,0.5,10,20,5ac500da-5148-4fbc-a0cc-89b8a35886a2.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,100,0,10,20,855351f4-329e-463a-83b3-579be133c23a.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,2000,1,10,20,6f7dadc9-a1a4-43c5-8234-6cd111c0e062.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,2000,0.5,10,20,1f2ad433-82af-4f59-bb5e-70b771228364.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,2000,0,10,20,598ac55f-f60f-44c9-aad5-c6e76d2faf61.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,10000,1,10,20,6c046021-8de4-4dc4-a5a5-e95e24a01114.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,10000,0.5,10,20,a394e875-5f9f-46cb-a903-444106a35e1d.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,linear,10000,0,10,20,5284ac36-c0b1-4ad0-8b13-9f825cffb4f4.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,1,10,20,025d84c0-3b92-49dc-8a62-a8c1d45b4dad.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,0.5,10,20,5c2352f9-6567-4d9d-a5e0-f16e61d21d5e.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,0,10,20,bff0eb80-56ba-4840-bf3a-d6e29e85d19f.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,1,10,20,ec649932-6ecc-4ceb-9f80-163df16cbd80.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0.5,10,20,f1c342d3-f1d3-4576-a9ca-eddae395e60b.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0,10,20,9d5b32df-e399-4395-86d1-572d3878240e.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,1,10,20,5049d027-68db-437d-98ee-b50fe2c8ed2d.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0.5,10,20,78124100-b4cf-4fec-ac68-f92480c64260.csv,graph_10_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0,10,20,775113ea-73ea-405b-bc4a-a27b7b0501c2.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,100,1,10,20,8da5de61-6dd7-4d8e-af46-bc9ada867b6b.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,100,0.5,10,20,14946dc4-ba15-469c-8fb1-b71ec937ec3b.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,100,0,10,20,22ba697e-f683-434f-bf3d-97ec7b8fad20.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,2000,1,10,20,ab2c600a-9200-4f0b-b28f-8ae37dd7e652.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,2000,0.5,10,20,8668a930-cbf7-4027-bc81-1c49d77aebdf.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,2000,0,10,20,26213603-25f0-4729-ba81-dc91d2a264ec.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,10000,1,10,20,eb64d48e-a523-4cb3-90ee-744acb06925b.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,10000,0.5,10,20,6deb330a-6c1f-46cc-9d98-a6522693586b.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,linear,10000,0,10,20,1b285a86-4c81-439d-a178-3047ebe88aec.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,1,10,20,6197d893-3a65-457c-9c91-6869930ce19b.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0.5,10,20,ae51695c-1b2e-452d-9937-474c891e1b08.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0,10,20,c950bb93-ca3b-47d3-9ea3-be761a4da0c4.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,1,10,20,66be649a-a277-42d3-a97b-38ea71a07275.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0.5,10,20,ec6b4dd6-aeed-4832-b4bb-15817e35bb8e.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0,10,20,7e9371c4-51da-4b27-aa8c-cf20451c8a2c.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,1,10,20,42e24cec-0573-4645-81bb-4c9b126e4792.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0.5,10,20,19e3ee3e-ab1a-44a6-94ce-df4d605bbc55.csv,graph_10_20.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0,10,20,7468971a-19b6-46b4-b97a-f6c79fcd4f15.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,100,1,10,20,5869b021-e7ac-41f8-ac56-55aa99f65dcf.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,100,0.5,10,20,875bfd62-b1c0-48c4-8d4e-5f0fb9710612.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,100,0,10,20,4c040b5d-4798-43e9-a444-21fa1f3c3cc9.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,2000,1,10,20,1555ab18-219c-4452-864a-8c4b3c3014aa.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,2000,0.5,10,20,fefefc7c-db8f-4192-b2c6-b676c0e9465c.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,2000,0,10,20,511e51cf-1d5e-4692-8f1b-9d3d9363bc05.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,10000,1,10,20,427fa363-6a62-45c4-8143-89f20f291d1b.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,10000,0.5,10,20,af0f2466-3c93-4ff7-82c7-1380aec820a0.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,linear,10000,0,10,20,809e3f48-4aba-44a6-9c8c-5bdaf7bbb691.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,100,1,10,20,aae6450d-2c78-40b3-9b1c-2c3260152ab1.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,100,0.5,10,20,f067e00d-0fc5-48b1-84a6-b425d118db44.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,100,0,10,20,25c7c3d1-fffb-4970-b3fc-49cba1d4f423.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,2000,1,10,20,13eb809b-a5a7-482c-9c7d-9f852c29bbb9.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0.5,10,20,d826db37-d6eb-4f1a-82c4-685956423684.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0,10,20,461c5b2e-1824-4f6d-acf3-c1541ac0f919.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,10000,1,10,20,fe66df87-a624-4e2b-9d72-ee55eb5562e8.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0.5,10,20,fc5baff7-49cc-4193-931f-2a90e4e521f8.csv,graph_10_20.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0,10,20,fa6583f6-3b55-4378-ad2f-d66d68437ef6.csv,graph_10_20.csv
0,uniform,uniform,weight_sample,linear,100,1,10,25,43935ba2-9b11-46fe-8ad9-ec7c9ba24543.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,100,0.5,10,25,473191a8-c88f-4681-b5a4-3b68af30e764.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,100,0,10,25,a0732b46-5a9f-4eae-ad79-6ff8c884d886.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,2000,1,10,25,15b461c3-4a7b-4d0b-9ef2-d1e5bdee0d32.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,2000,0.5,10,25,f4780343-bdb2-453a-a5cb-9ece65917c26.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,2000,0,10,25,5ab6bfd5-ef93-44c0-b0de-a095daadd2d4.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,10000,1,10,25,24884957-19ac-4917-a4ab-799cd2fd9617.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,10000,0.5,10,25,1aba4e8a-4e13-4866-81f3-1150c35ec264.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,linear,10000,0,10,25,599a1e2e-45bd-4445-acf1-e7e2ed0cc671.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,100,1,10,25,421b83d8-1766-48e7-af16-5dfa7d2e921b.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,100,0.5,10,25,a714d99c-3021-4404-b8c2-440f15785f8e.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,100,0,10,25,99f25f9b-1986-4fd9-ad03-2ef77d1e394c.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,2000,1,10,25,3b05a06a-abfe-40fc-b5a1-ded389c7a8b6.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0.5,10,25,43468604-507b-4963-907f-391b5d3c4d66.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0,10,25,7d2aa1c9-9011-46b8-abaa-2d56583e13a6.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,10000,1,10,25,61a4a1e3-0310-4d09-8c44-e282277e72a2.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0.5,10,25,9b82c2cf-d63e-4014-bb3e-a71ffd6d77f9.csv,graph_10_50.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0,10,25,fa96cc98-f45e-47c1-bea3-16e9d1881697.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,100,1,10,25,d85384d5-cdc4-4955-820c-4db06be768bb.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,100,0.5,10,25,c29d39d5-0a50-4cd4-9626-f5e58229a16d.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,100,0,10,25,2135509d-bceb-481e-90c3-6db801461ff5.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,2000,1,10,25,4f7b37d3-fca5-4993-a1d7-4a2ada02fca7.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,2000,0.5,10,25,47d3fb7e-61ff-4d93-a998-088d467f85f0.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,2000,0,10,25,63bf37f5-fcc1-4b2b-8ad4-e09200952584.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,10000,1,10,25,9dbb5698-1bef-4536-8023-13ab0264668c.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,10000,0.5,10,25,b18a2037-a2ca-4c3a-bdbc-df5111153908.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,linear,10000,0,10,25,77997298-2825-4e3f-9902-f9e1255b2273.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,100,1,10,25,0f36fd93-f641-4b67-b9a5-680bc3873841.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0.5,10,25,49d0b2c9-08d2-4f77-92b4-64322827764c.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0,10,25,b9df5306-ddb8-41dd-aa00-0d819f6c6e00.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,1,10,25,5c2dbb89-15e8-4312-8891-708257b2e0c5.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0.5,10,25,7292a2a6-37ef-41be-98f7-d2074bba4ee8.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0,10,25,a7170870-16df-4445-97dd-a3d67348b9a4.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,1,10,25,3c608d3a-58e0-4621-bf81-798a6afbf7ea.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0.5,10,25,345e6522-b289-47e3-ade4-a7657ec7f1b4.csv,graph_10_50.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0,10,25,ed487b8c-f076-4cf9-96d6-1e8af5f3de2b.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,100,1,10,25,a66e69ac-c257-4184-a823-1fd20353a67f.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,100,0.5,10,25,e9aadca2-f88d-43e4-8b6a-f3303eea0871.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,100,0,10,25,6356b41d-72de-4b58-979c-445562cb3250.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,2000,1,10,25,f79ee075-e174-422a-9cac-6965106dc89f.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,2000,0.5,10,25,3fac4060-dff8-45ef-9cd6-f46188bfdf35.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,2000,0,10,25,f386d230-478c-4191-ba5e-8df457baa41b.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,10000,1,10,25,78554818-26ad-46c8-a596-3dccaa88b3d4.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,10000,0.5,10,25,60681d89-ecee-4913-9573-cafb93b37561.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,linear,10000,0,10,25,47ca17c0-523a-4911-9626-ccecb5f0a7cd.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,100,1,10,25,bbea0827-6f16-48ee-a65e-1da25d675d53.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,100,0.5,10,25,b73fb124-1a10-4dc3-840f-f4d082c2fbdb.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,100,0,10,25,762d0c93-c7fb-4b40-b471-c0220f1f6f95.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,2000,1,10,25,1272777d-8278-440a-a5ff-f439f17313cf.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0.5,10,25,f28991e5-5a89-4aaa-b127-c2994cb21667.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0,10,25,efe41f70-a3c2-416e-bef2-0d3b072b7b56.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,10000,1,10,25,ce0e5899-e9b3-498c-b700-0245efef8adc.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0.5,10,25,fb0b420e-e237-470e-9e6c-0bc147414bf2.csv,graph_10_50.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0,10,25,cae2f0f4-8474-4ff0-a563-8a4cbb7f832e.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,100,1,10,25,83e32c23-3bb9-49ea-8c93-f68758c4773a.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,100,0.5,10,25,aa5646de-af9c-4742-bba0-d8ea93d1a9af.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,100,0,10,25,289ad839-52a2-44ba-8a11-c54e4022a9fd.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,2000,1,10,25,c6bf4fc2-9fcd-42a0-aee9-0aa101f39485.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,2000,0.5,10,25,dbdcfb69-3a5d-4758-922e-a09f3567c76d.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,2000,0,10,25,b87ebd59-7524-49c3-8ac4-df23ad6f5936.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,10000,1,10,25,904d4741-9ba0-44e5-ad91-26203b66ad7e.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,10000,0.5,10,25,cb48c146-3e1a-49ee-afbe-f3901d6dd0db.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,linear,10000,0,10,25,180e5811-4a0c-45bf-a357-4d4ca0c1bade.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,100,1,10,25,9bb42d7b-d7fe-42b4-ba21-a4e973c660fa.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0.5,10,25,ea15de9a-64e8-4439-92be-9cc3c51923ba.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0,10,25,67562d63-3caf-430a-8ac6-86fe168b3d1d.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,1,10,25,980338ce-f0a1-439a-9a42-821f92687b88.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0.5,10,25,ee819a7b-a0ee-460b-8258-9c3a50b5f8f1.csv,graph_10_50.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0,10,25,14162fe9-8a1a-49e0-9fd3-cf3d613823ca.csv,graph_10_50.csv
